"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"19260","9606.ENSP00000483729","MTUS2",1379,"Microtubule-associated tumor suppressor candidate 2; Binds microtubules. Together with MAPRE1 may target the microtubule depolymerase KIF2C to the plus-end of microtubules. May regulate the dynamics of microtubules at their growing distal tip; In the C-terminal section; belongs to the MTUS1 family","ENSP00000483729","KH2013:KH.C6.291","MTUS2"
"17229","9606.ENSP00000436152","TP53I11",189,"Tumor protein p53 inducible protein 11","ENSP00000436152","KH2013:KH.C6.94","TP53I11"
"100951","9606.ENSP00000355249","E2F2",437,"Transcription factor E2F2; Transcription activator that binds DNA cooperatively with DP proteins through the E2 recognition site, 5'-TTTC[CG]CGC- 3' found in the promoter region of a number of genes whose products are involved in cell cycle regulation or in DNA replication. The DRTF1/E2F complex functions in the control of cell-cycle progression from g1 to s phase. E2F2 binds specifically to RB1 in a cell-cycle dependent manner; Belongs to the E2F/DP family","ENSP00000355249","KH2013:KH.C6.223","E2F2/4/5"
"12658","9606.ENSP00000368686","E2F4",413,"Transcription factor E2F4; Transcription activator that binds DNA cooperatively with DP proteins through the E2 recognition site, 5'-TTTC[CG]CGC- 3' found in the promoter region of a number of genes whose products are involved in cell cycle regulation or in DNA replication. The DRTF1/E2F complex functions in the control of cell-cycle progression from G1 to S phase. E2F4 binds with high affinity to RBL1 and RBL2. In some instances can also bind RB1. Specifically required for multiciliate cell differentiation: together with MCIDAS and E2F5, binds and activate genes required for centriole [...] ","ENSP00000368686","KH2013:KH.C6.223","E2F2/4/5"
"15470","9606.ENSP00000398124","E2F5",346,"Transcription factor E2F5; Transcriptional activator that binds to E2F sites, these sites are present in the promoter of many genes whose products are involved in cell proliferation. May mediate growth factor- initiated signal transduction. It is likely involved in the early responses of resting cells to growth factor stimulation. Specifically required for multiciliate cell differentiation: together with MCIDAS and E2F5, binds and activate genes required for centriole biogenesis; Belongs to the E2F/DP family","ENSP00000398124","KH2013:KH.C6.223","E2F2/4/5"
"3085","9606.ENSP00000265651","FBXO3",471,"F-box only protein 3; Substrate recognition component of the SCF (SKP1-CUL1-F- box protein)-type E3 ubiquitin ligase complex. Mediates the ubiquitination of HIPK2 and probably that of EP300, leading to rapid degradation by the proteasome. In the presence of PML, HIPK2 ubiquitination still occurs, but degradation is prevented. PML, HIPK2 and FBXO3 may act synergically to activate p53/TP53- dependent transactivation; F-boxes other","ENSP00000265651","KH2013:KH.C6.254","FBXO3"
"4364","9606.ENSP00000291458","CCDC58",144,"Coiled-coil domain containing 58; Belongs to the CCDC58 family","ENSP00000291458","KH2013:KH.C6.18","CCDC58"
"11296","9606.ENSP00000360994","STAMBPL1",436,"AMSH-like protease; Zinc metalloprotease that specifically cleaves 'Lys-63'- linked polyubiquitin chains. Does not cleave 'Lys-48'-linked polyubiquitin chains; Belongs to the peptidase M67C family","ENSP00000360994","KH2013:KH.C6.225","STAMBPL1"
"4140","9606.ENSP00000286621","ADK",362,"Adenosine kinase; ATP dependent phosphorylation of adenosine and other related nucleoside analogs to monophosphate derivatives. Serves as a potential regulator of concentrations of extracellular adenosine and intracellular adenine nucleotides; Belongs to the carbohydrate kinase PfkB family","ENSP00000286621","KH2013:KH.C6.133","ADK"
"10261","9606.ENSP00000356057","TMEM181",612,"Transmembrane protein 181; Mediates action of cytolethal distending toxins (CDT), which are secreted by many pathogenic bacteria. Expression level of TMEM181 is rate-limiting for intoxication","ENSP00000356057","KH2013:KH.C6.109","TMEM181"
"9567","9606.ENSP00000351141","WTAP",396,"Pre-mRNA-splicing regulator WTAP; Regulatory subunit of the WMM N6-methyltransferase complex, a multiprotein complex that mediates N6-methyladenosine (m6A) methylation of some adenosine residues of some mRNAs and plays a role in the efficiency of mRNA splicing, processing and mRNA stability. Required for accumulation of METTL3 and METTL14 to nuclear speckle. Acts as a mRNA splicing regulator. Regulates G2/M cell-cycle transition by binding to the 3' UTR of CCNA2, which enhances its stability. Impairs WT1 DNA-binding ability and inhibits expression of WT1 target genes","ENSP00000351141","KH2013:KH.C6.137","WTAP"
"4706","9606.ENSP00000296215","SNIP1",396,"Smad nuclear-interacting protein 1; Down-regulates NF-kappa-B signaling by competing with RELA for CREBBP/EP300 binding. Involved in the microRNA (miRNA) biogenesis. May be involved in cyclin-D1/CCND1 mRNA stability through the SNARP complex which associates with both the 3'end of the CCND1 gene and its mRNA","ENSP00000296215","KH2013:KH.C6.210","SNIP1"
"9410","9606.ENSP00000349640","MCRS1",475,"Microspherule protein 1; Modulates the transcription repressor activity of DAXX by recruiting it to the nucleolus. As part of the NSL complex it may be involved in acetylation of nucleosomal histone H4 on several lysine residues. Putative regulatory component of the chromatin remodeling INO80 complex which is involved in transcriptional regulation, DNA replication and probably DNA repair. May also be an inhibitor of TERT telomerase activity. Binds to G-quadruplex structures in mRNA. Binds to RNA homopolymer poly(G) and poly(U)","ENSP00000349640","KH2013:KH.C6.23","MCRS1"
"17154","9606.ENSP00000434034","FZD4",537,"Frizzled-4; Receptor for Wnt proteins. Most of frizzled receptors are coupled to the beta-catenin (CTNNB1) canonical signaling pathway, which leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin (CTNNB1) and activation of Wnt target genes. Plays a critical role in retinal vascularization by acting as a receptor for Wnt proteins and norrin (NDP). In retina, it can be both activated by Wnt protein-binding, but also by a Wnt-independent signaling via binding of norrin (NDP), promoting in both cases beta-catenin (CTNNB1) accumulat [...] ","ENSP00000434034","KH2013:KH.C6.162","FZD4"
"65851","9606.ENSP00000317404","CHST13",341,"Carbohydrate sulfotransferase 13; Catalyzes the transfer of sulfate to position 4 of the N-acetylgalactosamine (GalNAc) residue of chondroitin. Chondroitin sulfate constitutes the predominant proteoglycan present in cartilage and is distributed on the surfaces of many cells and extracellular matrices. Transfers sulfate to the C4 hydroxyl of beta1,4-linked GalNAc that is substituted with a beta-linked glucuronic acid at the C-3 hydroxyl. No activity toward dermatan; Sulfotransferases, membrane bound","ENSP00000317404","KH2013:KH.C6.217","CHST13"
"8818","9606.ENSP00000343701","KPNA1",538,"Importin subunit alpha-5; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate and importin-alpha and -beta ar [...] ","ENSP00000343701","KH2013:KH.C6.4","KPNA1/5/6"
"10579","9606.ENSP00000357552","KPNA5",539,"Importin subunit alpha-6; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate and importin-alpha and -beta ar [...] ","ENSP00000357552","KH2013:KH.C6.4","KPNA1/5/6"
"11685","9606.ENSP00000362728","KPNA6",536,"Importin subunit alpha-7; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate and importin-alpha and -beta ar [...] ","ENSP00000362728","KH2013:KH.C6.4","KPNA1/5/6"
"13586","9606.ENSP00000376946","BBS10",723,"Bardet-Biedl syndrome 10 protein; Probable molecular chaperone. Assists the folding of proteins upon ATP hydrolysis. As part of the BBS/CCT complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. Involved in adipogenic differentiation; Belongs to the TCP-1 chaperonin family","ENSP00000376946","KH2013:KH.C6.116","BBS10"
"18471","9606.ENSP00000471921","SPIB",262,"Transcription factor Spi-B; Sequence specific transcriptional activator which binds to the PU-box, a purine-rich DNA sequence (5'-GAGGAA-3') that can act as a lymphoid-specific enhancer. Promotes development of plasmacytoid dendritic cells (pDCs), also known as type 2 DC precursors (pre-DC2) or natural interferon (IFN)-producing cells. These cells have the capacity to produce large amounts of interferon and block viral replication. May be required for B-cell receptor (BCR) signaling, which is necessary for normal B-cell development and antigenic stimulation; ETS transcription factor family","ENSP00000471921","KH2013:KH.C6.228","SPIB"
"5655","9606.ENSP00000306138","GRM5",1212,"Metabotropic glutamate receptor 5; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling activates a phosphatidylinositol-calcium second messenger system and generates a calcium-activated chloride current. Plays an important role in the regulation of synaptic plasticity and the modulation of the neural network activity; Glutamate metabotropic receptors","ENSP00000306138","KH2013:KH.C6.147","GRM1/3/5"
"10023","9606.ENSP00000354896","GRM1",1194,"Metabotropic glutamate receptor 1; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling activates a phosphatidylinositol-calcium second messenger system. May participate in the central action of glutamate in the CNS, such as long-term potentiation in the hippocampus and long-term depression in the cerebellum","ENSP00000354896","KH2013:KH.C6.147","GRM1/3/5"
"10108","9606.ENSP00000355316","GRM3",879,"Metabotropic glutamate receptor 3; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling inhibits adenylate cyclase activity; Glutamate metabotropic receptors","ENSP00000355316","KH2013:KH.C6.147","GRM1/3/5"
"571","9606.ENSP00000220429","GABPB1",395,"GA-binding protein subunit beta-1; Transcription factor capable of interacting with purine rich repeats (GA repeats). Necessary for the expression of the Adenovirus E4 gene; Ankyrin repeat domain containing","ENSP00000220429","KH2013:KH.C6.2","GABPB1/2"
"10683","9606.ENSP00000357914","GABPB2",448,"GA-binding protein subunit beta-2; May function as transcription factor capable of interacting with purine rich repeats (GA repeats); Ankyrin repeat domain containing","ENSP00000357914","KH2013:KH.C6.2","GABPB1/2"
"306","9606.ENSP00000212015","SIRT1",747,"NAD-dependent protein deacetylase sirtuin-1; NAD-dependent protein deacetylase that links transcriptional regulation directly to intracellular energetics and participates in the coordination of several separated cellular functions such as cell cycle, response to DNA damage, metobolism, apoptosis and autophagy. Can modulate chromatin function through deacetylation of histones and can promote alterations in the methylation of histones and DNA, leading to transcriptional repression. Deacetylates a broad range of transcription factors and coregulators, thereby regulating target gene expres [...] ","ENSP00000212015","KH2013:KH.C6.124","SIRT1"
"30652","9606.ENSP00000265441","WNT2",360,"Protein Wnt-2; Ligand for members of the frizzled family of seven transmembrane receptors. Probable developmental protein. May be a signaling molecule which affects the development of discrete regions of tissues. Is likely to signal over only few cell diameters; Belongs to the Wnt family","ENSP00000265441","KH2013:KH.C6.25","WNT2/4/5"
"42982","9606.ENSP00000290167","WNT4",351,"Protein Wnt-4; Ligand for members of the frizzled family of seven transmembrane receptors. Probable developmental protein. May be a signaling molecule which affects the development of discrete regions of tissues. Is likely to signal over only few cell diameters (By similarity). Overexpression may be associated with abnormal proliferation in human breast tissue; Endogenous ligands","ENSP00000290167","KH2013:KH.C6.25","WNT2/4/5"
"5772","9606.ENSP00000307298","FEM1B",627,"Protein fem-1 homolog B; Component of an E3 ubiquitin-protein ligase complex, in which it may act as a substrate recognition subunit. Involved in apoptosis by acting as a death receptor-associated protein that mediates apoptosis. Also involved in glucose homeostasis in pancreatic islet. Functions as an adapter/mediator in replication stress-induced signaling that leads to the activation of CHEK1; Belongs to the fem-1 family","ENSP00000307298","KH2013:KH.C6.250","FEM1B"
