"","refseq_peptide","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide_predicted","protein_external_id","preferred_name","protein_size","annotation"
"2265","","ENSCING00000006287","ENSCINT00000028786","","XP_002129368","7719.XP_002129368.1","rcbtb1",554,"RCC1 and BTB domain-containing protein 1"
"2266","","ENSCING00000009373","ENSCINT00000019051","","XP_002129370","7719.XP_002129370.1","XP_002129370.1",444,"Uncharacterized protein LOC100178137; Threo-3-hydroxyaspartate ammonia-lyase"
"2267","","ENSCING00000019714","ENSCINT00000035535","","XP_002129371","7719.XP_002129371.1","XP_002129371.1",270,"Ribonuclease P protein subunit p30-like"
"2268","","ENSCING00000004918","ENSCINT00000010137","","XP_002129373","7719.XP_002129373.1","XP_002129373.1",118,"cAMP-regulated phosphoprotein 19 isoform X1; Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis"
"2269","","ENSCING00000003104","ENSCINT00000006288","","XP_002129374","7719.XP_002129374.1","XP_002129374.1",253,"Uncharacterized protein DDB_G0283697-like"
"2270","","ENSCING00000003861","ENSCINT00000007971","","XP_002129381","7719.XP_002129381.1","XP_002129381.1",148,"Ubiquitin-conjugating enzyme E2-17 kDa; Belongs to the ubiquitin-conjugating enzyme family"
"2271","","ENSCING00000022954","ENSCINT00000033236","","XP_002129388","7719.XP_002129388.1","XP_002129388.1",294,"Uncharacterized protein LOC100184738"
"2272","","ENSCING00000012983","ENSCINT00000024243","","XP_002129390","7719.XP_002129390.1","XP_002129390.1",258,"Chymotrypsinogen A-like; Belongs to the peptidase S1 family"
"2273","","ENSCING00000009076","ENSCINT00000018424","","XP_002129392","7719.XP_002129392.2","gpsm2",670,"G-protein-signaling modulator 2"
"2274","","ENSCING00000014177","ENSCINT00000026000","","XP_002129393","7719.XP_002129393.1","XP_002129393.1",197,"Myophilin-like"
"2275","","ENSCING00000020910","ENSCINT00000036898","","XP_002129397","7719.XP_002129397.1","XP_002129397.1",383,"G-protein coupled receptor family C group 5 member B-like"
"2276","","ENSCING00000015206","ENSCINT00000004228","","XP_002129407","7719.XP_002129407.1","XP_002129407.1",284,"Uncharacterized protein LOC100184106"
"2277","","ENSCING00000001911","ENSCINT00000003847","","XP_002129410","7719.XP_002129410.1","XP_002129410.1",614,"Gamma-glutamyltranspeptidase 1"
"2278","","ENSCING00000006734","ENSCINT00000013819","","XP_002129411","7719.XP_002129411.1","XP_002129411.1",219,"N-alpha-acetyltransferase 10"
"2279","","ENSCING00000012291","ENSCINT00000023258","","XP_002129412","7719.XP_002129412.1","XP_002129412.1",256,"Uncharacterized protein LOC100179397 isoform X1; 11-beta-hydroxysteroid dehydrogenase-like 3; Belongs to the short-chain dehydrogenases/reductases (SDR) family"
"2280","","ENSCING00000003101","ENSCINT00000006284","","XP_002129415","7719.XP_002129415.1","XP_002129415.1",287,"Uncharacterized protein LOC100182367"
"2281","","ENSCING00000008090","ENSCINT00000025337","","XP_002129416","7719.XP_002129416.1","XP_002129416.1",300,"Ribosome production factor 2 homolog"
"2282","","ENSCING00000005886","ENSCINT00000012147","","XP_002129419","7719.XP_002129419.1","XP_002129419.1",302,"Polyprenol reductase"
"2283","","ENSCING00000003855","ENSCINT00000007951","","XP_002129421","7719.XP_002129421.1","XP_002129421.1",147,"Ubiquitin-conjugating enzyme E2-17 kDa; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 98 ESTs, 151 Proteins, and 96% coverage of the annotated genomic feature by RNAseq alignments; Belongs to the ubiquitin-conjugating enzyme family"
"2284","","ENSCING00000006281","ENSCINT00000012951","","XP_002129425","7719.XP_002129425.1","XP_002129425.1",248,"Transmembrane protein 248-like"
"2285","","ENSCING00000016724","ENSCINT00000029042","","XP_002129426","7719.XP_002129426.2","XP_002129426.2",793,"Myosin-2 heavy chain, non muscle"
"2286","","ENSCING00000014234","ENSCINT00000021166","","XP_002129429","7719.XP_002129429.1","XP_002129429.1",211,"Uncharacterized protein LOC100175336"
"2287","","ENSCING00000005778","ENSCINT00000011962","","XP_002129430","7719.XP_002129430.2","XP_002129430.2",523,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial isoform X1"
"2288","","ENSCING00000017907","ENSCINT00000033855","","XP_002129431","7719.XP_002129431.1","XP_002129431.1",137,"Uncharacterized protein LOC100179119"
"2289","","ENSCING00000001275","ENSCINT00000002472","","XP_002129433","7719.XP_002129433.1","XP_002129433.1",328,"Elongation factor Ts, mitochondrial; Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome"
"2290","","ENSCING00000014713","ENSCINT00000026717","","XP_002129438","7719.XP_002129438.1","XP_002129438.1",394,"Nucleolar protein 8-like"
"2291","","ENSCING00000010780","ENSCINT00000005836","","XP_002129439","7719.XP_002129439.1","XP_002129439.1",430,"Eukaryotic initiation factor 4A-I; Belongs to the DEAD box helicase family"
"2292","","ENSCING00000018706","ENSCINT00000015767","","XP_002129440","7719.XP_002129440.1","XP_002129440.1",451,"Tubulin alpha chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain"
"2293","","ENSCING00000006860","ENSCINT00000014090","","XP_002129445","7719.XP_002129445.1","XP_002129445.1",251,"Ubiquitin-conjugating enzyme E2 E1; Belongs to the ubiquitin-conjugating enzyme family"
"2294","","ENSCING00000013355","ENSCINT00000024804","","XP_002129446","7719.XP_002129446.1","XP_002129446.1",236,"Uncharacterized protein PFB0765w-like isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 11 ESTs, and 97% coverage of the annotated genomic feature by RNAseq alignments, including 4 samples with support for all annotated introns"
"2295","","ENSCING00000006840","ENSCINT00000014036","","XP_002129447","7719.XP_002129447.1","XP_002129447.1",182,"Uncharacterized protein LOC100181400"
"2296","","ENSCING00000013525","ENSCINT00000025037","","XP_002129448","7719.XP_002129448.1","XP_002129448.1",349,"UPF0553 protein C9orf64 homolog"
"2297","","ENSCING00000013838","ENSCINT00000025489","","XP_002129449","7719.XP_002129449.1","XP_002129449.1",308,"Uncharacterized protein LOC100181297"
"2298","","ENSCING00000006517","ENSCINT00000013378","","XP_002129457","7719.XP_002129457.1","XP_002129457.1",646,"Nucleoporin NDC1"
"2299","","ENSCING00000024983","ENSCINT00000035529","","XP_002129464","7719.XP_002129464.1","sec23a",765,"Protein transport protein Sec23A"
"2300","","ENSCING00000002081","ENSCINT00000004240","","XP_002129468","7719.XP_002129468.1","XP_002129468.1",449,"Probable ATP-dependent RNA helicase DDX47; Belongs to the DEAD box helicase family"
"2301","","ENSCING00000002712","ENSCINT00000005526","","XP_002129474","7719.XP_002129474.1","XP_002129474.1",833,"Intraflagellar transport protein 88 homolog"
"2302","","ENSCING00000003557","ENSCINT00000007316","","XP_002129477","7719.XP_002129477.1","XP_002129477.1",375,"Uncharacterized protein LOC100177420"
"2303","","ENSCING00000022382","ENSCINT00000035304","","XP_002129480","7719.XP_002129480.1","XP_002129480.1",206,"Golgi apparatus membrane protein TVP23 homolog B-like"
"2304","","ENSCING00000013819","ENSCINT00000001879","","XP_002129482","7719.XP_002129482.1","XP_002129482.1",727,"Transforming acidic coiled-coil-containing protein 3"
"2305","","ENSCING00000017269","ENSCINT00000029597","","XP_002129493","7719.XP_002129493.2","XP_002129493.2",293,"Protein rolling stone-like; The sequence of the model RefSeq protein was modified relative to its source genomic sequence to represent the inferred CDS: added 84 bases not found in genome assembly"
"2306","","ENSCING00000014233","ENSCINT00000026080","","XP_002129494","7719.XP_002129494.1","XP_002129494.1",112,"Uncharacterized protein LOC100185522"
"2307","","ENSCING00000012841","ENSCINT00000024041","","XP_002129496","7719.XP_002129496.1","XP_002129496.1",479,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like"
"2308","","ENSCING00000009073","ENSCINT00000018416","","XP_002129498","7719.XP_002129498.1","XP_002129498.1",343,"Uncharacterized protein LOC100179835"
"2309","","ENSCING00000010617","ENSCINT00000008985","","XP_002129500","7719.XP_002129500.1","XP_002129500.1",267,"Uncharacterized protein LOC100179613"
"2310","","ENSCING00000005288","ENSCINT00000010895","","XP_002129501","7719.XP_002129501.1","XP_002129501.1",329,"cyclin-H-like; Belongs to the cyclin family"
"2311","","ENSCING00000009092","ENSCINT00000018445","","XP_002129504","7719.XP_002129504.1","XP_002129504.1",243,"Vesicle transport protein SEC20-like isoform X1"
"2312","","ENSCING00000015748","ENSCINT00000027943","","XP_002129508","7719.XP_002129508.1","XP_002129508.1",139,"Uncharacterized protein LOC100186589"
"2313","","ENSCING00000002397","ENSCINT00000004870","","XP_002129513","7719.XP_002129513.1","XP_002129513.1",627,"Protein KIBRA"
"2314","","ENSCING00000000837","ENSCINT00000001531","","XP_002129514","7719.XP_002129514.1","XP_002129514.1",307,"Uncharacterized protein CG5902"
"2315","","ENSCING00000008419","ENSCINT00000017158","","XP_002129516","7719.XP_002129516.1","XP_002129516.1",690,"tRNA wybutosine-synthesizing protein 4"
"2316","","ENSCING00000000878","ENSCINT00000001600","","XP_002129529","7719.XP_002129529.1","XP_002129529.1",206,"Protein FAM210B isoform X1"
"2317","","ENSCING00000004073","ENSCINT00000008395","","XP_002129532","7719.XP_002129532.1","XP_002129532.1",346,"Lysine-specific demethylase 8"
"2318","","ENSCING00000002025","ENSCINT00000014192","","XP_002129535","7719.XP_002129535.1","XP_002129535.1",283,"Voltage-dependent anion-selective channel protein 2"
"2319","","ENSCING00000022084","ENSCINT00000030300","","XP_002129537","7719.XP_002129537.1","XP_002129537.1",109,"Uncharacterized protein LOC100181390"
"2320","","ENSCING00000024037","ENSCINT00000037301","","XP_002129541","7719.XP_002129541.1","XP_002129541.1",131,"Multifunctional methyltransferase subunit TRM112-like protein"
"2321","","ENSCING00000020215","ENSCINT00000036610","","XP_002129547","7719.XP_002129547.1","XP_002129547.1",133,"Uncharacterized protein LOC100184058"
"2322","","ENSCING00000024500","ENSCINT00000035040","","XP_002129549","7719.XP_002129549.1","XP_002129549.1",221,"Uncharacterized protein LOC100178423 isoform X1; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 25 ESTs, and 96% coverage of the annotated genomic feature by RNAseq alignments, including 9 samples with support for all annotated introns"
"2323","","ENSCING00000010987","ENSCINT00000021573","","XP_002129554","7719.XP_002129554.1","XP_002129554.1",277,"Protein rolling stone-like"
"2324","","ENSCING00000023649","ENSCINT00000032254","","XP_002129555","7719.XP_002129555.1","XP_002129555.1",124,"Thioredoxin domain-containing protein 17-like"
"2325","","ENSCING00000004555","ENSCINT00000009399","","XP_002129559","7719.XP_002129559.1","XP_002129559.1",971,"Hamartin"
"2326","","ENSCING00000007241","ENSCINT00000014842","","XP_002129560","7719.XP_002129560.1","XP_002129560.1",101,"Uncharacterized protein LOC100183753"
"2327","","ENSCING00000023023","ENSCINT00000034855","","XP_002129561","7719.XP_002129561.1","XP_002129561.1",360,"Growth hormone secretagogue receptor type 1-like"
"2328","","ENSCING00000001030","ENSCINT00000023343","","XP_002129563","7719.XP_002129563.1","XP_002129563.1",270,"Glutamic acid-rich protein-like"
"2329","","ENSCING00000008882","ENSCINT00000018077","","XP_002129564","7719.XP_002129564.1","XP_002129564.1",164,"Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides"
"2330","","ENSCING00000004897","ENSCINT00000010101","","XP_002129567","7719.XP_002129567.1","XP_002129567.1",218,"Transmembrane protein 17B-like"
"2331","","ENSCING00000007016","ENSCINT00000014407","","XP_002129569","7719.XP_002129569.1","XP_002129569.1",221,"Sperm-associated antigen 7 homolog"
"2332","","ENSCING00000024642","ENSCINT00000032250","","XP_002129570","7719.XP_002129570.1","XP_002129570.1",350,"Probable inactive protein kinase DDB_G0270444"
"2333","","ENSCING00000012473","ENSCINT00000023503","","XP_002129578","7719.XP_002129578.1","XP_002129578.1",117,"Gamma-aminobutyric acid receptor-associated protein; Belongs to the ATG8 family"
"2334","","ENSCING00000012650","ENSCINT00000023759","","XP_002129584","7719.XP_002129584.1","XP_002129584.1",167,"Uncharacterized protein LOC100184213"
"2335","","ENSCING00000022727","ENSCINT00000033974","","XP_002129593","7719.XP_002129593.1","XP_002129593.1",207,"Protein DPCD"
"2336","","ENSCING00000008283","ENSCINT00000016919","","XP_002129594","7719.XP_002129594.1","XP_002129594.1",281,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1-like"
"2337","","ENSCING00000010478","ENSCINT00000020793","","XP_002129599","7719.XP_002129599.1","XP_002129599.1",298,"Lysocardiolipin acyltransferase 1-like"
"2338","","ENSCING00000004883","ENSCINT00000010087","","XP_002129603","7719.XP_002129603.1","XP_002129603.1",296,"Uncharacterized protein LOC100175718"
"2339","","ENSCING00000007153","ENSCINT00000014691","","XP_002129608","7719.XP_002129608.1","XP_002129608.1",378,"Actin, muscle-like; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 438 ESTs, 537 Proteins, and 39% coverage of the annotated genomic feature by RNAseq alignments; Belongs to the actin family"
"2340","","ENSCING00000020289","ENSCINT00000033956","","XP_002129609","7719.XP_002129609.1","XP_002129609.1",293,"Uncharacterized protein LOC100175402"
"2341","","ENSCING00000004920","ENSCINT00000010139","","XP_002129610","7719.XP_002129610.1","XP_002129610.1",403,"jmjC domain-containing protein 7"
"2342","","ENSCING00000010778","ENSCINT00000021302","","XP_002129616","7719.XP_002129616.1","XP_002129616.1",337,"Uncharacterized protein LOC100180858"
"2343","","ENSCING00000007142","ENSCINT00000014672","","XP_002129620","7719.XP_002129620.1","XP_002129620.1",208,"Programmed cell death protein 6-like"
"2344","","ENSCING00000005035","ENSCINT00000010354","","XP_002129621","7719.XP_002129621.1","XP_002129621.1",474,"Cilia- and flagella-associated protein 97; Derived by automated computational analysis using gene prediction method: Gnomon. Supporting evidence includes similarity to: 1 mRNA, 51 ESTs, 2 Proteins, and 99% coverage of the annotated genomic feature by RNAseq alignments, including 1 sample with support for all annotated introns"
"2345","","ENSCING00000018936","ENSCINT00000036554","","XP_002129622","7719.XP_002129622.1","XP_002129622.1",121,"Microtubule-associated proteins 1A/1B light chain 3B-like; Belongs to the ATG8 family"
"2346","","ENSCING00000006056","ENSCINT00000012516","","XP_002129623","7719.XP_002129623.1","XP_002129623.1",189,"Uncharacterized protein LOC100175053"
"2347","","ENSCING00000008926","ENSCINT00000018140","","XP_002129624","7719.XP_002129624.1","XP_002129624.1",282,"Transmembrane protein 189"
"2348","","ENSCING00000004414","ENSCINT00000009124","","XP_002129625","7719.XP_002129625.1","XP_002129625.1",311,"Serine hydrolase-like protein"
"2349","","ENSCING00000009539","ENSCINT00000019413","","XP_002129627","7719.XP_002129627.1","psmc6",388,"26S protease regulatory subunit 10B; Belongs to the AAA ATPase family"
